timestamp	run_id	benchmark_version	corpus_version	rubric_version	scoring_version	judge_version	profile	bench	candidate_name	candidate_sha256	hypothesis	chapter_model	composer_model	judge_model	mean_quality	mean_utility	mean_faithfulness	mean_concept_coverage	mean_final_length_error_pct	mean_first_pass_length_error_pct	mean_passes_used	mean_uncached_generation_cost	mean_generation_cost	hard_fail_rate	worst_genre_macro	worst_genre_macro_utility	worst_genre_macro_quality	genre_macro_spread_utility	n_genre_macros	run_artifact	catalog_snapshot	price_snapshot	notes
2026-04-22T03:49:44.932049+00:00	20260422t034944z__booksum-v2__chapter_fast__30m__baseline_30m_dense_recall_then_compose_v1	booksum-v2	corpus-2026-04-19	rubrics-v1	scoring-v1	judge-absolute-v1::deterministic	30m	chapter_fast	baseline_30m_dense_recall_then_compose_v1	343aaf2f9e85cc4d28d207e4143ff18b75d41efba772476fb2a817809de5616b	Debug minimax	minimax/minimax-m2.7	openai/gpt-5-mini		0.509607	0.499544	0.650000	0.150000	0.078704	0.444444	2.000000	0.003140	0.003140	1.000000	science_technology_environment	0.499544	0.509607	0.000000	1	runs/booksum-v2/20260422t034944z__booksum-v2__chapter_fast__30m__baseline_30m_dense_recall_then_compose_v1.json	snapshots/catalog/20260422T034944Z__booksum-v2.json	snapshots/pricing/20260422T034944Z__booksum-v2.json	Testing minimax 1 sample
2026-04-22T04:39:25.642434+00:00	20260422t043925z__booksum-v2__chapter_fast__30m__baseline_30m_dense_recall_then_compose_v1	booksum-v2	corpus-2026-04-19	rubrics-v1	scoring-v1	judge-absolute-v1::deterministic	30m	chapter_fast	baseline_30m_dense_recall_then_compose_v1	4d6a49a12bad643158607dd3288df809958a76284eb5c782f49ee2686fd9c25b	Minimax with thinking disabled	minimax/minimax-m2.7	openai/gpt-5-mini		0.560194	0.560162	0.650000	0.150000	0.060185	0.060185	1.000000	0.001637	0.001637	1.000000	science_technology_environment	0.560162	0.560194	0.000000	1	runs/booksum-v2/20260422t043925z__booksum-v2__chapter_fast__30m__baseline_30m_dense_recall_then_compose_v1.json	snapshots/catalog/20260422T043925Z__booksum-v2.json	snapshots/pricing/20260422T043925Z__booksum-v2.json	Testing minimax with thinking disabled
2026-04-22T17:20:22.856558+00:00	20260422t172022z__booksum-v2__chapter_fast__30m__baseline_30m_dense_recall_then_compose_v1	booksum-v2	corpus-2026-04-19	rubrics-v1	scoring-v1	judge-absolute-v1::deterministic	30m	chapter_fast	baseline_30m_dense_recall_then_compose_v1	b1ad5011c2647cc041cf0920f2d66714d894c10e4c077906aa98764943ca196c	Minimax with concise prompt	minimax/minimax-m2.7	openai/gpt-5-mini		0.560913	0.560882	0.650000	0.191667	0.078704	0.078704	1.000000	0.001549	0.001549	1.000000	science_technology_environment	0.560882	0.560913	0.000000	1	runs/booksum-v2/20260422t172022z__booksum-v2__chapter_fast__30m__baseline_30m_dense_recall_then_compose_v1.json	snapshots/catalog/20260422T172022Z__booksum-v2.json	snapshots/pricing/20260422T172022Z__booksum-v2.json	Testing minimax with concise prompt
2026-04-22T17:35:57.447980+00:00	20260422t173557z__booksum-v2__chapter_fast__30m__baseline_30m_dense_recall_then_compose_v1	booksum-v2	corpus-2026-04-19	rubrics-v1	scoring-v1	judge-absolute-v1::deterministic	30m	chapter_fast	baseline_30m_dense_recall_then_compose_v1	b1ad5011c2647cc041cf0920f2d66714d894c10e4c077906aa98764943ca196c	Minimax remaining 4 samples	minimax/minimax-m2.7	openai/gpt-5-mini		0.511966	0.491757	0.541331	0.160417	0.081129	0.201967	3.000000	0.010457	0.010457	1.000000	science_technology_environment	0.491757	0.511966	0.000000	1	runs/booksum-v2/20260422t173557z__booksum-v2__chapter_fast__30m__baseline_30m_dense_recall_then_compose_v1.json	snapshots/catalog/20260422T173557Z__booksum-v2.json	snapshots/pricing/20260422T173557Z__booksum-v2.json	Minimax atomic-habits samples
2026-04-28T19:01:43.117155+00:00	20260428t190143z__booksum-v2__chapter_small__30m__baseline_30m_dense_recall_then_compose_v1	booksum-v2	corpus-2026-04-19	rubrics-v1	scoring-v1	judge-absolute-v1::deterministic	30m	chapter_small	baseline_30m_dense_recall_then_compose_v1	38dc001dcfed1386b0b6de59545e818052b42f312d745d5d273588250be6fd9d	Minimax pinned provider + longer timeout	minimax/minimax-m2.7	openai/gpt-5-mini		0.538077	0.512720	0.503685	0.191667	0.304201	0.800880	3.500000	0.017827	0.017827	1.000000	history_biography_politics_social_analysis	0.286943	0.327333	0.372853	3	runs/booksum-v2/20260428t190143z__booksum-v2__chapter_small__30m__baseline_30m_dense_recall_then_compose_v1.json	snapshots/catalog/20260428T190143Z__booksum-v2.json	snapshots/pricing/20260428T190143Z__booksum-v2.json	Minimax with pinned minimax provider and 10min timeout
2026-04-28T22:10:21.837031+00:00	20260428t221021z__booksum-v2__chapter_small__30m_minimax_nott__30m_minimax_notthinking_v1	booksum-v2	corpus-2026-04-19	rubrics-v1	scoring-v1	judge-absolute-v1::deterministic	30m_minimax_notthinking	chapter_small	30m_minimax_notthinking_v1	89e376d55b9e8bb62c7e6812865f248ef80c0d7edc147195f62b92976dd18adf		minimax/minimax-m2.7	openai/gpt-5-mini		0.758096	0.748096	0.758782	0.595833	0.038969	0.038969	2.000000	0.000000	0.000000	0.250000	history_biography_politics_social_analysis	0.539855	0.579855	0.294339	3	runs/booksum-v2/20260428t221021z__booksum-v2__chapter_small__30m_minimax_nott__30m_minimax_notthinking_v1.json			
2026-04-28T22:10:21.912964+00:00	20260428t221021z__booksum-v2__chapter_small__60m_deepseek_not__60m_deepseek_notthinking_v1	booksum-v2	corpus-2026-04-19	rubrics-v1	scoring-v1	judge-absolute-v1::deterministic	60m_deepseek_notthinking	chapter_small	60m_deepseek_notthinking_v1	89e376d55b9e8bb62c7e6812865f248ef80c0d7edc147195f62b92976dd18adf		deepseek/deepseek-v3.2	deepseek/deepseek-v3.2		0.758096	0.748096	0.758782	0.595833	0.038969	0.038969	2.000000	0.000000	0.000000	0.250000	history_biography_politics_social_analysis	0.539855	0.579855	0.294339	3	runs/booksum-v2/20260428t221021z__booksum-v2__chapter_small__60m_deepseek_not__60m_deepseek_notthinking_v1.json			
2026-04-28T22:10:56.743075+00:00	20260428t221056z__booksum-v2__chapter_fast__30m_minimax_nott__30m_minimax_notthinking_v1	booksum-v2	corpus-2026-04-19	rubrics-v1	scoring-v1	judge-absolute-v1::deterministic	30m_minimax_notthinking	chapter_fast	30m_minimax_notthinking_v1	89e376d55b9e8bb62c7e6812865f248ef80c0d7edc147195f62b92976dd18adf		minimax/minimax-m2.7	openai/gpt-5-mini		0.513224	0.490523	0.529119	0.161458	0.231319	0.474298	3.250000	0.010083	0.010083	1.000000	psychology_health_self_development	0.487251	0.512470	0.006543	2	runs/booksum-v2/20260428t221056z__booksum-v2__chapter_fast__30m_minimax_nott__30m_minimax_notthinking_v1.json	snapshots/catalog/20260428T221056Z__booksum-v2.json	snapshots/pricing/20260428T221056Z__booksum-v2.json	New candidate: 30m_minimax_notthinking with thinking disabled
2026-04-28T22:20:00.115969+00:00	20260428t222000z__booksum-v2__chapter_fast__60m_deepseek_not__60m_deepseek_notthinking_v1	booksum-v2	corpus-2026-04-19	rubrics-v1	scoring-v1	judge-absolute-v1::deterministic	60m_deepseek_notthinking	chapter_fast	60m_deepseek_notthinking_v1	89e376d55b9e8bb62c7e6812865f248ef80c0d7edc147195f62b92976dd18adf		deepseek/deepseek-v3.2	deepseek/deepseek-v3.2		0.567878	0.550313	0.548523	0.177500	0.067539	0.194849	2.750000	0.003237	0.003237	1.000000	psychology_health_self_development	0.512502	0.547606	0.075622	2	runs/booksum-v2/20260428t222000z__booksum-v2__chapter_fast__60m_deepseek_not__60m_deepseek_notthinking_v1.json	snapshots/catalog/20260428T222000Z__booksum-v2.json	snapshots/pricing/20260428T222000Z__booksum-v2.json	New candidate: 60m_deepseek_notthinking with thinking disabled
2026-04-28T22:45:50.765878+00:00	20260428t224550z__booksum-v2__chapter_small__60m_deepseek_not__60m_deepseek_notthinking_v1	booksum-v2	corpus-2026-04-19	rubrics-v1	scoring-v1	judge-absolute-v1::deterministic	60m_deepseek_notthinking	chapter_small	60m_deepseek_notthinking_v1	89e376d55b9e8bb62c7e6812865f248ef80c0d7edc147195f62b92976dd18adf		deepseek/deepseek-v3.2	deepseek/deepseek-v3.2		0.466389	0.433780	0.422890	0.075000	0.145105	0.501322	4.250000	0.005433	0.005433	1.000000	history_biography_politics_social_analysis	0.278894	0.319000	0.250113	3	runs/booksum-v2/20260428t224550z__booksum-v2__chapter_small__60m_deepseek_not__60m_deepseek_notthinking_v1.json	snapshots/catalog/20260428T224550Z__booksum-v2.json	snapshots/pricing/20260428T224550Z__booksum-v2.json	Larger benchmark run for 60m_deepseek_notthinking
2026-04-28T22:45:50.470948+00:00	20260428t224550z__booksum-v2__chapter_small__30m_minimax_nott__30m_minimax_notthinking_v1	booksum-v2	corpus-2026-04-19	rubrics-v1	scoring-v1	judge-absolute-v1::deterministic	30m_minimax_notthinking	chapter_small	30m_minimax_notthinking_v1	89e376d55b9e8bb62c7e6812865f248ef80c0d7edc147195f62b92976dd18adf		minimax/minimax-m2.7	openai/gpt-5-mini		0.486634	0.463802	0.418929	0.075000	0.190404	0.287376	3.250000	0.016582	0.016582	1.000000	history_biography_politics_social_analysis	0.399183	0.439750	0.086818	3	runs/booksum-v2/20260428t224550z__booksum-v2__chapter_small__30m_minimax_nott__30m_minimax_notthinking_v1.json	snapshots/catalog/20260428T224550Z__booksum-v2.json	snapshots/pricing/20260428T224550Z__booksum-v2.json	Larger benchmark run for 30m_minimax_notthinking
2026-04-28T22:58:32.163733+00:00	20260428t225832z__booksum-v2__chapter_small__60m__baseline_60m_dense_faithful_v1	booksum-v2	corpus-2026-04-19	rubrics-v1	scoring-v1	judge-absolute-v1::deterministic	60m	chapter_small	baseline_60m_dense_faithful_v1	89e376d55b9e8bb62c7e6812865f248ef80c0d7edc147195f62b92976dd18adf		deepseek/deepseek-v3.2	deepseek/deepseek-v3.2		0.442129	0.419528	0.321429	0.037500	0.151345	0.449362	3.250000	0.005055	0.005055	1.000000	history_biography_politics_social_analysis	0.278862	0.319000	0.238016	3	runs/booksum-v2/20260428t225832z__booksum-v2__chapter_small__60m__baseline_60m_dense_faithful_v1.json	snapshots/catalog/20260428T225832Z__booksum-v2.json	snapshots/pricing/20260428T225832Z__booksum-v2.json	Baseline 60m on chapter_small for comparison
2026-04-28T22:58:30.201454+00:00	20260428t225830z__booksum-v2__chapter_small__30m__baseline_30m_dense_recall_then_compose_v1	booksum-v2	corpus-2026-04-19	rubrics-v1	scoring-v1	judge-absolute-v1::deterministic	30m	chapter_small	baseline_30m_dense_recall_then_compose_v1	89e376d55b9e8bb62c7e6812865f248ef80c0d7edc147195f62b92976dd18adf		minimax/minimax-m2.7	openai/gpt-5-mini		0.411756	0.388995	0.325536	0.037500	0.289033	0.508146	3.250000	0.013031	0.013031	1.000000	history_biography_politics_social_analysis	0.163103	0.203500	0.322124	3	runs/booksum-v2/20260428t225830z__booksum-v2__chapter_small__30m__baseline_30m_dense_recall_then_compose_v1.json	snapshots/catalog/20260428T225830Z__booksum-v2.json	snapshots/pricing/20260428T225830Z__booksum-v2.json	Baseline 30m on chapter_small for comparison
2026-04-29T00:50:21.476073+00:00	20260429t005021z__booksum-v2__chapter_fast__30m_dv4flash_thi__30m_dv4flash_thinking_v1	booksum-v2	corpus-2026-04-19	rubrics-v1	scoring-v1	judge-absolute-v1::deterministic	30m_dv4flash_thinking	chapter_fast	30m_dv4flash_thinking_v1	1b5c5881f1f4e80ead6bf78a483a31ca72c20cc2093db2ffaaa7a17c6f7431ed		deepseek/deepseek-v4-flash	deepseek/deepseek-v4-flash		0.729473	0.713473	0.743356	0.699248	0.320102	0.320102	2.600000	0.000000	0.000000	0.800000	history_biography_politics_social_analysis	0.662301	0.687301	0.107789	4	runs/booksum-v2/20260429t005021z__booksum-v2__chapter_fast__30m_dv4flash_thi__30m_dv4flash_thinking_v1.json			
2026-04-29T00:50:22.631339+00:00	20260429t005022z__booksum-v2__chapter_fast__30m_dv4flash_not__30m_dv4flash_notthinking_v1	booksum-v2	corpus-2026-04-19	rubrics-v1	scoring-v1	judge-absolute-v1::deterministic	30m_dv4flash_notthinking	chapter_fast	30m_dv4flash_notthinking_v1	1b5c5881f1f4e80ead6bf78a483a31ca72c20cc2093db2ffaaa7a17c6f7431ed		deepseek/deepseek-v4-flash	deepseek/deepseek-v4-flash		0.729473	0.713473	0.743356	0.699248	0.320102	0.320102	2.600000	0.000000	0.000000	0.800000	history_biography_politics_social_analysis	0.662301	0.687301	0.107789	4	runs/booksum-v2/20260429t005022z__booksum-v2__chapter_fast__30m_dv4flash_not__30m_dv4flash_notthinking_v1.json			
2026-04-29T00:50:23.881394+00:00	20260429t005023z__booksum-v2__chapter_fast__30m_dv4pro_think__30m_dv4pro_thinking_v1	booksum-v2	corpus-2026-04-19	rubrics-v1	scoring-v1	judge-absolute-v1::deterministic	30m_dv4pro_thinking	chapter_fast	30m_dv4pro_thinking_v1	1b5c5881f1f4e80ead6bf78a483a31ca72c20cc2093db2ffaaa7a17c6f7431ed		deepseek/deepseek-v4-pro	deepseek/deepseek-v4-pro		0.729473	0.713473	0.743356	0.699248	0.320102	0.320102	2.600000	0.000000	0.000000	0.800000	history_biography_politics_social_analysis	0.662301	0.687301	0.107789	4	runs/booksum-v2/20260429t005023z__booksum-v2__chapter_fast__30m_dv4pro_think__30m_dv4pro_thinking_v1.json			
2026-04-29T00:50:24.228321+00:00	20260429t005024z__booksum-v2__chapter_fast__30m_dv4pro_notth__30m_dv4pro_notthinking_v1	booksum-v2	corpus-2026-04-19	rubrics-v1	scoring-v1	judge-absolute-v1::deterministic	30m_dv4pro_notthinking	chapter_fast	30m_dv4pro_notthinking_v1	1b5c5881f1f4e80ead6bf78a483a31ca72c20cc2093db2ffaaa7a17c6f7431ed		deepseek/deepseek-v4-pro	deepseek/deepseek-v4-pro		0.729473	0.713473	0.743356	0.699248	0.320102	0.320102	2.600000	0.000000	0.000000	0.800000	history_biography_politics_social_analysis	0.662301	0.687301	0.107789	4	runs/booksum-v2/20260429t005024z__booksum-v2__chapter_fast__30m_dv4pro_notth__30m_dv4pro_notthinking_v1.json			
2026-04-29T00:50:36.056363+00:00	20260429t005036z__booksum-v2__chapter_fast__60m_dv4flash_thi__60m_dv4flash_thinking_v1	booksum-v2	corpus-2026-04-19	rubrics-v1	scoring-v1	judge-absolute-v1::deterministic	60m_dv4flash_thinking	chapter_fast	60m_dv4flash_thinking_v1	1b5c5881f1f4e80ead6bf78a483a31ca72c20cc2093db2ffaaa7a17c6f7431ed		deepseek/deepseek-v4-flash	deepseek/deepseek-v4-flash		0.729473	0.713473	0.743356	0.699248	0.320102	0.320102	2.600000	0.000000	0.000000	0.800000	history_biography_politics_social_analysis	0.662301	0.687301	0.107789	4	runs/booksum-v2/20260429t005036z__booksum-v2__chapter_fast__60m_dv4flash_thi__60m_dv4flash_thinking_v1.json			
2026-04-29T00:50:37.596337+00:00	20260429t005037z__booksum-v2__chapter_fast__60m_dv4flash_not__60m_dv4flash_notthinking_v1	booksum-v2	corpus-2026-04-19	rubrics-v1	scoring-v1	judge-absolute-v1::deterministic	60m_dv4flash_notthinking	chapter_fast	60m_dv4flash_notthinking_v1	1b5c5881f1f4e80ead6bf78a483a31ca72c20cc2093db2ffaaa7a17c6f7431ed		deepseek/deepseek-v4-flash	deepseek/deepseek-v4-flash		0.729473	0.713473	0.743356	0.699248	0.320102	0.320102	2.600000	0.000000	0.000000	0.800000	history_biography_politics_social_analysis	0.662301	0.687301	0.107789	4	runs/booksum-v2/20260429t005037z__booksum-v2__chapter_fast__60m_dv4flash_not__60m_dv4flash_notthinking_v1.json			
2026-04-29T00:50:38.517137+00:00	20260429t005038z__booksum-v2__chapter_fast__60m_dv4pro_think__60m_dv4pro_thinking_v1	booksum-v2	corpus-2026-04-19	rubrics-v1	scoring-v1	judge-absolute-v1::deterministic	60m_dv4pro_thinking	chapter_fast	60m_dv4pro_thinking_v1	1b5c5881f1f4e80ead6bf78a483a31ca72c20cc2093db2ffaaa7a17c6f7431ed		deepseek/deepseek-v4-pro	deepseek/deepseek-v4-pro		0.729473	0.713473	0.743356	0.699248	0.320102	0.320102	2.600000	0.000000	0.000000	0.800000	history_biography_politics_social_analysis	0.662301	0.687301	0.107789	4	runs/booksum-v2/20260429t005038z__booksum-v2__chapter_fast__60m_dv4pro_think__60m_dv4pro_thinking_v1.json			
2026-04-29T00:50:38.818982+00:00	20260429t005038z__booksum-v2__chapter_fast__60m_dv4pro_notth__60m_dv4pro_notthinking_v1	booksum-v2	corpus-2026-04-19	rubrics-v1	scoring-v1	judge-absolute-v1::deterministic	60m_dv4pro_notthinking	chapter_fast	60m_dv4pro_notthinking_v1	1b5c5881f1f4e80ead6bf78a483a31ca72c20cc2093db2ffaaa7a17c6f7431ed		deepseek/deepseek-v4-pro	deepseek/deepseek-v4-pro		0.729473	0.713473	0.743356	0.699248	0.320102	0.320102	2.600000	0.000000	0.000000	0.800000	history_biography_politics_social_analysis	0.662301	0.687301	0.107789	4	runs/booksum-v2/20260429t005038z__booksum-v2__chapter_fast__60m_dv4pro_notth__60m_dv4pro_notthinking_v1.json			
2026-04-29T00:50:48.974367+00:00	20260429t005048z__booksum-v2__chapter_small__30m_dv4flash_thi__30m_dv4flash_thinking_v1	booksum-v2	corpus-2026-04-19	rubrics-v1	scoring-v1	judge-absolute-v1::deterministic	30m_dv4flash_thinking	chapter_small	30m_dv4flash_thinking_v1	1b5c5881f1f4e80ead6bf78a483a31ca72c20cc2093db2ffaaa7a17c6f7431ed		deepseek/deepseek-v4-flash	deepseek/deepseek-v4-flash		0.468476	0.443424	0.425487	0.075000	0.342100	0.673664	3.500000	0.002605	0.002605	1.000000	history_biography_politics_social_analysis	0.262431	0.302500	0.243722	3	runs/booksum-v2/20260429t005048z__booksum-v2__chapter_small__30m_dv4flash_thi__30m_dv4flash_thinking_v1.json	snapshots/catalog/20260429T005048Z__booksum-v2.json	snapshots/pricing/20260429T005048Z__booksum-v2.json	dv4-flash thinking-enabled 30m variant
2026-04-29T01:19:13.381323+00:00	20260429t011913z__booksum-v2__chapter_small__30m_dv4flash_not__30m_dv4flash_notthinking_v1	booksum-v2	corpus-2026-04-19	rubrics-v1	scoring-v1	judge-absolute-v1::deterministic	30m_dv4flash_notthinking	chapter_small	30m_dv4flash_notthinking_v1	1b5c5881f1f4e80ead6bf78a483a31ca72c20cc2093db2ffaaa7a17c6f7431ed		deepseek/deepseek-v4-flash	deepseek/deepseek-v4-flash		0.514022	0.498981	0.440179	0.075000	0.431637	0.585287	2.500000	0.002066	0.002066	1.000000	history_biography_politics_social_analysis	0.276047	0.316121	0.332659	3	runs/booksum-v2/20260429t011913z__booksum-v2__chapter_small__30m_dv4flash_not__30m_dv4flash_notthinking_v1.json	snapshots/catalog/20260429T011913Z__booksum-v2.json	snapshots/pricing/20260429T011913Z__booksum-v2.json	dv4-flash thinking-disabled 30m variant
2026-04-29T03:17:42.879248+00:00	20260429t031742z__booksum-v2__chapter_small__60m_dv4flash_thi__60m_dv4flash_thinking_v1	booksum-v2	corpus-2026-04-19	rubrics-v1	scoring-v1	judge-absolute-v1::deterministic	60m_dv4flash_thinking	chapter_small	60m_dv4flash_thinking_v1	1b5c5881f1f4e80ead6bf78a483a31ca72c20cc2093db2ffaaa7a17c6f7431ed		deepseek/deepseek-v4-flash	deepseek/deepseek-v4-flash		0.244500	0.204457	0.150000	0.000000	0.359862	0.399654	5.000000	0.002136	0.002136	1.000000	science_technology_environment	0.204457	0.244500	0.000000	1	runs/booksum-v2/20260429t031742z__booksum-v2__chapter_small__60m_dv4flash_thi__60m_dv4flash_thinking_v1.json	snapshots/catalog/20260429T031742Z__booksum-v2.json	snapshots/pricing/20260429T031742Z__booksum-v2.json	test
2026-04-29T03:23:07.544081+00:00	20260429t032307z__booksum-v2__chapter_small__60m_dv4flash_thi__60m_dv4flash_thinking_v1	booksum-v2	corpus-2026-04-19	rubrics-v1	scoring-v1	judge-absolute-v1::deterministic	60m_dv4flash_thinking	chapter_small	60m_dv4flash_thinking_v1	1b5c5881f1f4e80ead6bf78a483a31ca72c20cc2093db2ffaaa7a17c6f7431ed		deepseek/deepseek-v4-flash	deepseek/deepseek-v4-flash		0.464759	0.432197	0.443750	0.075000	0.755434	0.931037	4.250000	0.003118	0.003118	1.000000	history_biography_politics_social_analysis	0.287174	0.327250	0.209255	3	runs/booksum-v2/20260429t032307z__booksum-v2__chapter_small__60m_dv4flash_thi__60m_dv4flash_thinking_v1.json	snapshots/catalog/20260429T032307Z__booksum-v2.json	snapshots/pricing/20260429T032307Z__booksum-v2.json	60m_dv4flash_thinking
2026-04-29T03:43:09.125675+00:00	20260429t034309z__booksum-v2__chapter_small__60m_dv4flash_not__60m_dv4flash_notthinking_v1	booksum-v2	corpus-2026-04-19	rubrics-v1	scoring-v1	judge-absolute-v1::deterministic	60m_dv4flash_notthinking	chapter_small	60m_dv4flash_notthinking_v1	1b5c5881f1f4e80ead6bf78a483a31ca72c20cc2093db2ffaaa7a17c6f7431ed		deepseek/deepseek-v4-flash	deepseek/deepseek-v4-flash		0.417918	0.382855	0.346429	0.037500	0.593201	0.872688	4.500000	0.003163	0.003163	1.000000	history_biography_politics_social_analysis	0.287173	0.327250	0.256702	3	runs/booksum-v2/20260429t034309z__booksum-v2__chapter_small__60m_dv4flash_not__60m_dv4flash_notthinking_v1.json	snapshots/catalog/20260429T034309Z__booksum-v2.json	snapshots/pricing/20260429T034309Z__booksum-v2.json	60m_dv4flash_notthinking
2026-04-29T04:49:15.822652+00:00	20260429t044915z__booksum-v2__chapter_fast__30m_mimo25pro_th__30m_mimo25pro_thinking_v1	booksum-v2	corpus-2026-04-19	rubrics-v1	scoring-v1	judge-absolute-v1::deterministic	30m_mimo25pro_thinking	chapter_fast	30m_mimo25pro_thinking_v1	2c72051bfad8715f2bd7cdd493e32a1d0a6f8041fba45a8673fc97db427b00a8		xiaomi/mimo-v2.5-pro	xiaomi/mimo-v2.5-pro		0.729473	0.713473	0.743356	0.699248	0.320102	0.320102	2.600000	0.000000	0.000000	0.800000	history_biography_politics_social_analysis	0.662301	0.687301	0.107789	4	runs/booksum-v2/20260429t044915z__booksum-v2__chapter_fast__30m_mimo25pro_th__30m_mimo25pro_thinking_v1.json			
2026-04-29T04:49:21.031246+00:00	20260429t044921z__booksum-v2__chapter_fast__30m_mimo25pro_no__30m_mimo25pro_notthinking_v1	booksum-v2	corpus-2026-04-19	rubrics-v1	scoring-v1	judge-absolute-v1::deterministic	30m_mimo25pro_notthinking	chapter_fast	30m_mimo25pro_notthinking_v1	2c72051bfad8715f2bd7cdd493e32a1d0a6f8041fba45a8673fc97db427b00a8		xiaomi/mimo-v2.5-pro	xiaomi/mimo-v2.5-pro		0.729473	0.713473	0.743356	0.699248	0.320102	0.320102	2.600000	0.000000	0.000000	0.800000	history_biography_politics_social_analysis	0.662301	0.687301	0.107789	4	runs/booksum-v2/20260429t044921z__booksum-v2__chapter_fast__30m_mimo25pro_no__30m_mimo25pro_notthinking_v1.json			
2026-04-29T04:49:21.900779+00:00	20260429t044921z__booksum-v2__chapter_fast__30m_mimoflash_th__30m_mimoflash_thinking_v1	booksum-v2	corpus-2026-04-19	rubrics-v1	scoring-v1	judge-absolute-v1::deterministic	30m_mimoflash_thinking	chapter_fast	30m_mimoflash_thinking_v1	2c72051bfad8715f2bd7cdd493e32a1d0a6f8041fba45a8673fc97db427b00a8		xiaomi/mimo-v2-flash	xiaomi/mimo-v2-flash		0.729473	0.713473	0.743356	0.699248	0.320102	0.320102	2.600000	0.000000	0.000000	0.800000	history_biography_politics_social_analysis	0.662301	0.687301	0.107789	4	runs/booksum-v2/20260429t044921z__booksum-v2__chapter_fast__30m_mimoflash_th__30m_mimoflash_thinking_v1.json			
2026-04-29T04:49:22.139255+00:00	20260429t044922z__booksum-v2__chapter_fast__30m_mimoflash_no__30m_mimoflash_notthinking_v1	booksum-v2	corpus-2026-04-19	rubrics-v1	scoring-v1	judge-absolute-v1::deterministic	30m_mimoflash_notthinking	chapter_fast	30m_mimoflash_notthinking_v1	2c72051bfad8715f2bd7cdd493e32a1d0a6f8041fba45a8673fc97db427b00a8		xiaomi/mimo-v2-flash	xiaomi/mimo-v2-flash		0.729473	0.713473	0.743356	0.699248	0.320102	0.320102	2.600000	0.000000	0.000000	0.800000	history_biography_politics_social_analysis	0.662301	0.687301	0.107789	4	runs/booksum-v2/20260429t044922z__booksum-v2__chapter_fast__30m_mimoflash_no__30m_mimoflash_notthinking_v1.json			
2026-04-29T04:49:29.755600+00:00	20260429t044929z__booksum-v2__chapter_fast__60m_mimo25pro_th__60m_mimo25pro_thinking_v1	booksum-v2	corpus-2026-04-19	rubrics-v1	scoring-v1	judge-absolute-v1::deterministic	60m_mimo25pro_thinking	chapter_fast	60m_mimo25pro_thinking_v1	2c72051bfad8715f2bd7cdd493e32a1d0a6f8041fba45a8673fc97db427b00a8		xiaomi/mimo-v2.5-pro	xiaomi/mimo-v2.5-pro		0.729473	0.713473	0.743356	0.699248	0.320102	0.320102	2.600000	0.000000	0.000000	0.800000	history_biography_politics_social_analysis	0.662301	0.687301	0.107789	4	runs/booksum-v2/20260429t044929z__booksum-v2__chapter_fast__60m_mimo25pro_th__60m_mimo25pro_thinking_v1.json			
2026-04-29T04:49:33.996269+00:00	20260429t044933z__booksum-v2__chapter_fast__60m_mimo25pro_no__60m_mimo25pro_notthinking_v1	booksum-v2	corpus-2026-04-19	rubrics-v1	scoring-v1	judge-absolute-v1::deterministic	60m_mimo25pro_notthinking	chapter_fast	60m_mimo25pro_notthinking_v1	2c72051bfad8715f2bd7cdd493e32a1d0a6f8041fba45a8673fc97db427b00a8		xiaomi/mimo-v2.5-pro	xiaomi/mimo-v2.5-pro		0.729473	0.713473	0.743356	0.699248	0.320102	0.320102	2.600000	0.000000	0.000000	0.800000	history_biography_politics_social_analysis	0.662301	0.687301	0.107789	4	runs/booksum-v2/20260429t044933z__booksum-v2__chapter_fast__60m_mimo25pro_no__60m_mimo25pro_notthinking_v1.json			
2026-04-29T04:49:35.024155+00:00	20260429t044935z__booksum-v2__chapter_fast__60m_mimoflash_th__60m_mimoflash_thinking_v1	booksum-v2	corpus-2026-04-19	rubrics-v1	scoring-v1	judge-absolute-v1::deterministic	60m_mimoflash_thinking	chapter_fast	60m_mimoflash_thinking_v1	2c72051bfad8715f2bd7cdd493e32a1d0a6f8041fba45a8673fc97db427b00a8		xiaomi/mimo-v2-flash	xiaomi/mimo-v2-flash		0.729473	0.713473	0.743356	0.699248	0.320102	0.320102	2.600000	0.000000	0.000000	0.800000	history_biography_politics_social_analysis	0.662301	0.687301	0.107789	4	runs/booksum-v2/20260429t044935z__booksum-v2__chapter_fast__60m_mimoflash_th__60m_mimoflash_thinking_v1.json			
2026-04-29T04:49:35.611491+00:00	20260429t044935z__booksum-v2__chapter_fast__60m_mimoflash_no__60m_mimoflash_notthinking_v1	booksum-v2	corpus-2026-04-19	rubrics-v1	scoring-v1	judge-absolute-v1::deterministic	60m_mimoflash_notthinking	chapter_fast	60m_mimoflash_notthinking_v1	2c72051bfad8715f2bd7cdd493e32a1d0a6f8041fba45a8673fc97db427b00a8		xiaomi/mimo-v2-flash	xiaomi/mimo-v2-flash		0.729473	0.713473	0.743356	0.699248	0.320102	0.320102	2.600000	0.000000	0.000000	0.800000	history_biography_politics_social_analysis	0.662301	0.687301	0.107789	4	runs/booksum-v2/20260429t044935z__booksum-v2__chapter_fast__60m_mimoflash_no__60m_mimoflash_notthinking_v1.json			
